Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A,Fixture ID,P(H),P(A),P(O),P(U),P_Diff,Porc_Over_Home,Porc_Over_Away,CustoGolHome,CustoGolAway,Avg_CG_H,DP_CG_H,CV_CG_H,Avg_CG_A,DP_CG_A,CV_CG_A,MediaCustoGolHome,MediaCustoGolAway,Last_CG_H,Last_CG_A,Acima_Last_CG_H,Acima_Last_CG_A,Abaixo_Last_CG_H,Abaixo_Last_CG_A,CV_ML,CV_Over,CV_HA,Retornos_BH_Acu,Avg_Retornos_BH,Custo_Retorno_BH,Avg_Porc_BH_Bookie,Avg_Porc_BH_Real,Dist_Porc_BH,Retornos_BA_Acu,Avg_Retornos_BA,Custo_Retorno_BA,Avg_Porc_BA_Bookie,Avg_Porc_BA_Real,Dist_Porc_BA,prediction_label,prediction_score
2023-10-22,Austrália Nbl,00:00,Melbourne United,NZ Breakers,1.48,2.65,167.5,1.97,1.85,-4.5,1.91,1.91,lt5G864r,0.6756757,0.3773585,0.5076142,0.5405405,0.053034168,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40063676,0.04442556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7221
2023-10-22,Austrália Nbl,02:00,Sydney Kings,Tasmania JackJumpers,1.5,2.6,174.5,1.91,1.91,-4.5,1.91,1.91,2XSUkbcA,0.6666667,0.3846154,0.5235602,0.5235602,0.051282052,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37942314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8381
2023-10-22,Coreia Do Sul Kbl,02:00,Seoul Knights,Suwon KT,1.37,3.2,163.5,1.91,1.91,-6.5,1.91,1.91,AJu9Jeys,0.729927,0.3125,0.5235602,0.5235602,0.042427007,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5663043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8381
2023-10-22,Coreia Do Sul Kbl,02:00,Goyang Sono,Wonju DB,1.91,1.91,168.5,1.91,1.91,-1.5,1.91,1.91,lAvDIFjm,0.5235602,0.5235602,0.5235602,0.5235602,0.04712042,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8454
2023-10-22,Coreia Do Sul Kbl,04:00,KCC Egis,Seoul Thunders,1.37,3.2,163.5,1.95,1.87,-6.5,1.91,1.91,IqqHHZ5g,0.729927,0.3125,0.51282054,0.53475934,0.042427007,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5663043,0.029617038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7853
2023-10-22,Espanha Acb,08:00,Tenerife,Real Madrid,3.1,1.4,166.5,1.91,1.91,6.5,1.87,1.95,S4VLiXK6,0.32258064,0.71428573,0.5235602,0.5235602,0.03686636,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5342585,0.0,0.029617038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7189
2023-10-22,França Lnb,09:30,Lyon-Villeurbanne,Roanne,1.12,6.75,164.5,1.91,1.91,-12.5,1.91,1.91,QqBxLPEp,0.89285713,0.14814815,0.5235602,0.5235602,0.04100529,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0116928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8499
2023-10-22,Alemanha Bbl,10:30,Syntainics MBC,Bamberg,1.69,2.25,172.5,1.91,1.91,-2.5,1.91,1.91,nJcYPqYa,0.591716,0.44444445,0.5235602,0.5235602,0.03616042,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20100497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8244
2023-10-22,Alemanha Bbl,10:30,Chemnitz,Gottingen,1.31,3.6,173.5,1.91,1.91,-7.5,1.91,1.91,UsmwP3m6,0.7633588,0.2777778,0.5235602,0.5235602,0.041136555,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6595823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8302
2023-10-22,Grécia Liga De Basquete,11:15,Kolossos Rhodes,Olympiakos,12.25,1.05,156.5,1.91,1.91,14.5,1.87,1.95,bDo4krd5,0.08163265,0.95238096,0.5235602,0.5235602,0.034013607,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1909167,0.0,0.029617038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8011
