Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A,Fixture ID,P(H),P(A),P(O),P(U),P_Diff,Porc_Over_Home,Porc_Over_Away,CustoGolHome,CustoGolAway,Avg_CG_H,DP_CG_H,CV_CG_H,Avg_CG_A,DP_CG_A,CV_CG_A,MediaCustoGolHome,MediaCustoGolAway,Last_CG_H,Last_CG_A,Acima_Last_CG_H,Acima_Last_CG_A,Abaixo_Last_CG_H,Abaixo_Last_CG_A,CV_ML,CV_Over,CV_HA,Retornos_BH_Acu,Avg_Retornos_BH,Custo_Retorno_BH,Avg_Porc_BH_Bookie,Avg_Porc_BH_Real,Dist_Porc_BH,Retornos_BA_Acu,Avg_Retornos_BA,Custo_Retorno_BA,Avg_Porc_BA_Bookie,Avg_Porc_BA_Real,Dist_Porc_BA,prediction_label
2023-10-22,Espanha Acb,08:00,Tenerife,Real Madrid,3.1,1.4,166.5,1.91,1.91,6.5,1.87,1.95,S4VLiXK6,0.32258064,0.71428573,0.5235602,0.5235602,0.03686636,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5342585,0.0,0.029617038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-22,França Lnb,09:30,Lyon-Villeurbanne,Roanne,1.12,6.75,164.5,1.91,1.91,-12.5,1.91,1.91,QqBxLPEp,0.89285713,0.14814815,0.5235602,0.5235602,0.04100529,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0116928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-22,Grécia Liga De Basquete,11:15,Kolossos Rhodes,Olympiakos,12.25,1.05,156.5,1.91,1.91,14.5,1.87,1.95,bDo4krd5,0.08163265,0.95238096,0.5235602,0.5235602,0.034013607,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1909167,0.0,0.029617038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-22,França Lnb,11:30,Strasbourg,Monaco,2.8,1.45,163.5,1.91,1.91,5.5,1.91,1.91,4zAtKqUj,0.35714287,0.6896552,0.5235602,0.5235602,0.046798028,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44922078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-22,Itália Liga A,12:00,Treviso,Venezia,2.25,1.69,160.5,1.91,1.91,2.5,1.91,1.91,vRatuGMH,0.44444445,0.591716,0.5235602,0.5235602,0.03616042,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20100497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-22,Grécia Liga De Basquete,14:15,Aris,AS Karditsas,1.14,6.0,148.5,1.91,1.91,-10.5,1.87,1.95,x8YjuqG7,0.877193,0.16666667,0.5235602,0.5235602,0.04385965,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96261597,0.0,0.029617038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-22,Itália Liga A,14:30,Pistoia,Brescia,2.9,1.43,158.5,1.91,1.91,5.5,1.91,1.91,04d2psOG,0.3448276,0.6993007,0.5235602,0.5235602,0.044128284,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48011407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-22,Itália Liga A,15:00,Virtus Bologna,Sassari,1.11,7.25,162.5,1.91,1.91,-12.5,1.91,1.91,QNextd7B,0.9009009,0.13793103,0.5235602,0.5235602,0.038831934,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0386689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
